494953	106538953	21085398462	@@##	----------	----------
494953	106538953	21085398463	@@106538953		FO
494953	106538953	21085398464	@1938953/		NN1_VV0
494953	106538953	21085398465	<p>		NULL
494953	106538953	21085398466	Our	our	APPGE
494953	106538953	21085398467	mission	mission	NN1
494953	106538953	21085398468	is	be	VBZ
494953	106538953	21085398469	to	to	TO
494953	106538953	21085398470	provide	provide	VVI
494953	106538953	21085398471	information	information	NN1
494953	106538953	21085398472	,	,	,
494953	106538953	21085398473	permitting	permit	VVG
494953	106538953	21085398474	,	,	,
494953	106538953	21085398475	investigation	investigation	NN1
494953	106538953	21085398476	,	,	,
494953	106538953	21085398477	and	and	CC
494953	106538953	21085398478	compliance	compliance	NN1
494953	106538953	21085398479	services	service	NN2
494953	106538953	21085398480	to	to	II
494953	106538953	21085398481	the	the	AT
494953	106538953	21085398482	oil	oil	NN1
494953	106538953	21085398483	and	and	CC
494953	106538953	21085398484	gas	gas	NN1
494953	106538953	21085398485	industry	industry	NN1
494953	106538953	21085398486	,	,	,
494953	106538953	21085398487	mineral	mineral	NN1
494953	106538953	21085398488	interests	interest	NN2
494953	106538953	21085398489	,	,	,
494953	106538953	21085398490	landowners	landowner	NN2
494953	106538953	21085398491	,	,	,
494953	106538953	21085398492	and	and	CC
494953	106538953	21085398493	the	the	AT
494953	106538953	21085398494	general	general	JJ_NN1
494953	106538953	21085398495	public	public	NN1_JJ
494953	106538953	21085398496	so	so	RR_RG
494953	106538953	21085398497	together	together	RL
494953	106538953	21085398498	we	we	PPIS2
494953	106538953	21085398499	can	can	VM
494953	106538953	21085398500	develop	develop	VVI
494953	106538953	21085398501	the	the	AT
494953	106538953	21085398502	oil	oil	NN1
494953	106538953	21085398503	and	and	CC
494953	106538953	21085398504	gas	gas	NN1
494953	106538953	21085398505	resources	resource	NN2
494953	106538953	21085398506	of	of	IO
494953	106538953	21085398507	the	the	AT
494953	106538953	21085398508	state	state	NN1
494953	106538953	21085398509	in	in	II
494953	106538953	21085398510	a	a	AT1
494953	106538953	21085398511	fair	fair	JJ
494953	106538953	21085398512	and	and	CC
494953	106538953	21085398513	orderly	orderly	JJ
494953	106538953	21085398514	manner	manner	NN1
494953	106538953	21085398515	while	while	CS
494953	106538953	21085398516	protecting	protect	VVG
494953	106538953	21085398517	the	the	AT
494953	106538953	21085398518	environment	environment	NN1
494953	106538953	21085398519	and	and	CC
494953	106538953	21085398520	ensuring	ensure	VVG
494953	106538953	21085398521	public	public	JJ_NN1
494953	106538953	21085398522	safety	safety	NN1
494953	106538953	21085398523	.	.	.
494953	106538953	21085398524	<h>		NULL
494953	106538953	21085398525	CHEMICAL	chemical	JJ_NN1
494953	106538953	21085398526	DISCLOSURE	disclosure	NN1
494953	106538953	21085398527	REQUIREMENT	requirement	NN1
494953	106538953	21085398528	<p>		NULL
494953	106538953	21085398529	The	the	AT
494953	106538953	21085398530	requirement	requirement	NN1
494953	106538953	21085398531	for	for	IF
494953	106538953	21085398532	chemical	chemical	JJ_NN1
494953	106538953	21085398533	disclosure	disclosure	NN1
494953	106538953	21085398534	of	of	IO
494953	106538953	21085398535	hydraulic	hydraulic	JJ
494953	106538953	21085398536	fracturing	fracturing	NN1
494953	106538953	21085398537	ingredients	ingredient	NN2
494953	106538953	21085398538	will	will	VM
494953	106538953	21085398539	be	be	VBI
494953	106538953	21085398540	extended	extend	VVN
494953	106538953	21085398541	to	to	TO
494953	106538953	21085398542	include	include	VVI
494953	106538953	21085398543	all	all	DB
494953	106538953	21085398544	non-horizontal		JJ
494953	106538953	21085398545	wells	well	NN2
494953	106538953	21085398546	for	for	IF
494953	106538953	21085398547	hydraulic	hydraulic	JJ
494953	106538953	21085398548	fracturing	fracturing	NN1
494953	106538953	21085398549	operations	operation	NN2
494953	106538953	21085398550	beginning	begin	VVG
494953	106538953	21085398551	January	january	NPM1
494953	106538953	21085398552	1	1	MC1
494953	106538953	21085398553	,	,	,
494953	106538953	21085398554	2014	2014	MC
494953	106538953	21085398555	.	.	.
494953	106538953	21085398556	Refer	refer	VV0
494953	106538953	21085398557	to	to	II
494953	106538953	21085398558	OCC	occ	NP1_NN1
494953	106538953	21085398559	Rule	rule	NN1
494953	106538953	21085398560	165:10-3-10		MCMC
494953	106538953	21085398561	for	for	IF
494953	106538953	21085398562	compliance	compliance	NN1
494953	106538953	21085398563	requirements	requirement	NN2
494953	106538953	21085398564	.	.	.
494953	106538953	21085398565	Please	please	RR
494953	106538953	21085398566	report	report	VV0@_NN1
494953	106538953	21085398567	directly	directly	RR
494953	106538953	21085398568	to	to	II
494953	106538953	21085398569	FracFocus		NP1_NN1
494953	106538953	21085398570	using	use	VVG
494953	106538953	21085398571	the	the	AT
494953	106538953	21085398572	following	following	JJ
494953	106538953	21085398573	link	link	NN1
494953	106538953	21085398574	www.fracfocus.org		NNU
494953	106538953	21085398575	or	or	CC
494953	106538953	21085398576	for	for	IF
494953	106538953	21085398577	OCC	occ	NN1_NP1
494953	106538953	21085398578	assistance	assistance	NN1
494953	106538953	21085398579	contact	contact	NN1_VV0
494953	106538953	21085398580	Dennis	dennis	NP1
494953	106538953	21085398581	Niskern		NP1_NN1_VV0
494953	106538953	21085398582	at	at	II
494953	106538953	21085398583	(	(	(
494953	106538953	21085398584	405	405	MC
494953	106538953	21085398585	)	)	)
494953	106538953	21085398586	522-2977		MCMC
494953	106538953	21085398587	or	or	CC
494953	106538953	21085398588	d.niskern@occemail.com.		FO
494953	106538954	21085398608	@@##	----------	----------
494953	106538954	21085398609	@@106538954		FO
494953	106538954	21085398610	@1938954/		NN1_VV0
494953	106538954	21085398611	<p>		NULL
494953	106538954	21085398612	Oil	oil	NN1
494953	106538954	21085398613	and	and	CC
494953	106538954	21085398614	Gas	gas	NN1
494953	106538954	21085398615	History	history	NN1
494953	106538954	21085398616	Files	file	NN2
494953	106538954	21085398617	:	:	:
494953	106538954	21085398618	These	these	DD2
494953	106538954	21085398619	files	file	NN2
494953	106538954	21085398620	are	be	VBR
494953	106538954	21085398621	the	the	AT
494953	106538954	21085398622	Previous	previous	JJ
494953	106538954	21085398623	Month	month	NNT1
494953	106538954	21085398624	's	's	GE
494953	106538954	21085398625	Files	file	NN2
494953	106538954	21085398626	Dating	date	VVG
494953	106538954	21085398627	Back	back	RP
494953	106538954	21085398628	to	to	II
494953	106538954	21085398629	January	january	NPM1
494953	106538954	21085398630	2004	2004	MC
494953	106538954	21085398631	.	.	.
494953	106538954	21085398632	Just	just	RR
494953	106538954	21085398633	open	open	VV0
494953	106538954	21085398634	the	the	AT
