300953	100664153	20991161690	@@##	----------	----------
300953	100664153	20991161691	@@100664153		FO
300953	100664153	20991161692	@4864153/		NN1_VV0
300953	100664153	20991161693	<p>		NULL
300953	100664153	20991161694	Returns	return	VVZ_NN2
300953	100664153	20991161695	an	a	AT1
300953	100664153	20991161696	angle	angle	NN1
300953	100664153	20991161697	whose	whose	DDQGE
300953	100664153	20991161698	sine	sine	NN1_FW
300953	100664153	20991161699	is	be	VBZ
300953	100664153	20991161700	x	x	ZZ1
300953	100664153	20991161701	.	.	.
300953	100664153	20991161702	The	the	AT
300953	100664153	20991161703	range	range	NN1
300953	100664153	20991161704	of	of	IO
300953	100664153	20991161705	values	value	NN2
300953	100664153	20991161706	returned	return	VVN
300953	100664153	20991161707	by	by	II
300953	100664153	20991161708	this	this	DD1
300953	100664153	20991161709	function	function	NN1
300953	100664153	20991161710	is	be	VBZ
300953	100664153	20991161711	-PI/2		FU
300953	100664153	20991161712	,	,	,
300953	100664153	20991161713	PI/2		FU
300953	100664153	20991161714	.	.	.
300953	100664153	20991161715	Results	result	NN2
300953	100664153	20991161716	are	be	VBR
300953	100664153	20991161717	undefined	undefined	JJ
300953	100664153	20991161718	if	if	CS
300953	100664153	20991161719	x	x	ZZ1
300953	100664153	20991161720	&gt;		FO
300953	100664153	20991161721	1	1	MC1
300953	100664153	20991161722	.	.	.
300953	100664153	20991161723	(	(	(
300953	100664153	20991161724	From	from	II
300953	100664153	20991161725	GLSL		NP1
300953	100664153	20991161726	1.30.08		MC
300953	100664153	20991161727	specification	specification	NN1
300953	100664153	20991161728	,	,	,
300953	100664153	20991161729	section	section	NN1
300953	100664153	20991161730	8.1	8.1	MC
300953	100664153	20991161731	)	)	)
300953	100664153	20991161732	<p>		NULL
300953	100664153	20991161733	genType		VV0
300953	100664153	20991161734	glm	glm	NNU
300953	100664153	20991161735	:	:	:
300953	100664153	20991161736	:	:	:
300953	100664153	20991161737	core	core	NN1
300953	100664153	20991161738	:	:	:
300953	100664153	20991161739	:	:	:
300953	100664153	20991161740	function	function	NN1_VV0@
300953	100664153	20991161741	:	:	:
300953	100664153	20991161742	:	:	:
300953	100664153	20991161743	trigonometric	trigonometric	JJ
300953	100664153	20991161744	:	:	:
300953	100664153	20991161745	:	:	:
300953	100664153	20991161746	asinh		NN1
300953	100664153	20991161747	<p>		NULL
300953	100664153	20991161748	(	(	(
300953	100664153	20991161749	45962		MC
300953	100664153	20991161750	@qwx905962		FO
300953	100664153	20991161751	<p>		NULL
300953	100664153	20991161752	x	x	ZZ1_MC@
300953	100664153	20991161753	<p>		NULL
300953	100664153	20991161754	)	)	)
300953	100664153	20991161755	<p>		NULL
300953	100664153	20991161756	Arc	arc	NP1
300953	100664153	20991161757	hyperbolic	hyperbolic	JJ
300953	100664153	20991161758	sine	sine	NN1
300953	100664153	20991161759	;	;	;
300953	100664153	20991161760	returns	return	VVZ
300953	100664153	20991161761	the	the	AT
300953	100664153	20991161762	inverse	inverse	NN1
300953	100664153	20991161763	of	of	IO
300953	100664153	20991161764	sinh		NN1
300953	100664153	20991161765	.	.	.
300953	100664153	20991161766	<p>		NULL
300953	100664153	20991161767	(	(	(
300953	100664153	20991161768	From	from	II
300953	100664153	20991161769	GLSL		NP1
300953	100664153	20991161770	1.30.08		MC
300953	100664153	20991161771	specification	specification	NN1
300953	100664153	20991161772	,	,	,
300953	100664153	20991161773	section	section	NN1
300953	100664153	20991161774	8.1	8.1	MC
300953	100664153	20991161775	)	)	)
300953	100664153	20991161776	<p>		NULL
300953	100664153	20991161777	genType		VV0
300953	100664153	20991161778	glm	glm	NNU
300953	100664153	20991161779	:	:	:
300953	100664153	20991161780	:	:	:
300953	100664153	20991161781	core	core	NN1
300953	100664153	20991161782	:	:	:
300953	100664153	20991161783	:	:	:
300953	100664153	20991161784	function	function	NN1_VV0@
300953	100664153	20991161785	:	:	:
300953	100664153	20991161786	:	:	:
300953	100664153	20991161787	trigonometric	trigonometric	JJ
300953	100664153	20991161788	:	:	:
300953	100664153	20991161789	:	:	:
300953	100664153	20991161790	atan		NN1_JJ
300953	100664153	20991161791	<p>		NULL
300953	100664153	20991161792	(	(	(
300953	100664153	20991161793	45962		MC
300953	100664153	20991161794	@qwx905962		FO
300953	100664153	20991161795	<p>		NULL
300953	100664153	20991161796	y	y	ZZ1
300953	100664153	20991161797	,	,	,
300953	100664153	20991161798	45962		MC
300953	100664153	20991161799	@qwx905962		FO
300953	100664153	20991161800	<p>		NULL
